drug,protein,proteinname
2519,10084,PQBP1
445154,11230,PRAF2
445154,118471,PRAP1
445154,5542,PRB1
445154,5544,PRB3
445154,5546,PRCC
2519,5546,PRCC
445154,63976,PRDM16
2519,7799,PRDM2
445154,7799,PRDM2
2519,11108,PRDM4
445154,56978,PRDM8
445154,5052,PRDX1
5350,5052,PRDX1
2519,7001,PRDX2
65064,7001,PRDX2
445154,7001,PRDX2
5350,10935,PRDX3
445154,9588,PRDX6
1548943,9588,PRDX6
65064,10113,PREB
2519,27166,PRELID1
445154,5551,PRF1
5350,5553,PRG2
5350,144165,PRICKLE1
65064,166336,PRICKLE2
2519,166336,PRICKLE2
65064,5557,PRIM1
445154,5557,PRIM1
65064,5558,PRIM2
2519,5558,PRIM2
445154,5558,PRIM2
445154,145270,PRIMA1
445154,5562,PRKAA1
2519,5562,PRKAA1
1548943,5562,PRKAA1
4091,5562,PRKAA1
445154,5563,PRKAA2
2519,5563,PRKAA2
4091,5563,PRKAA2
1548943,5563,PRKAA2
4091,5564,PRKAB1
2519,5564,PRKAB1
4091,5565,PRKAB2
445154,5565,PRKAB2
2519,5565,PRKAB2
445154,5566,PRKACA
2519,5566,PRKACA
445154,5568,PRKACG
445154,5571,PRKAG1
4091,5571,PRKAG1
5350,51422,PRKAG2
4091,51422,PRKAG2
4091,53632,PRKAG3
445154,53632,PRKAG3
2519,5573,PRKAR1A
2519,5575,PRKAR1B
445154,5576,PRKAR2A
2519,5576,PRKAR2A
445154,5578,PRKCA
5273566,5578,PRKCA
5350,5578,PRKCA
1548943,5578,PRKCA
5350,5579,PRKCB
445154,5579,PRKCB
445154,5580,PRKCD
1548943,5580,PRKCD
65064,5580,PRKCD
2519,5580,PRKCD
1548943,5581,PRKCE
65064,5583,PRKCH
2519,5584,PRKCI
445154,5584,PRKCI
2519,5589,PRKCSH
65064,5589,PRKCSH
445154,5587,PRKD1
65064,5587,PRKD1
2519,25865,PRKD2
445154,23683,PRKD3
445154,5591,PRKDC
1548943,5591,PRKDC
2519,5591,PRKDC
445154,5592,PRKG1
2519,8575,PRKRA
445154,5616,PRKY
445154,51052,PRLH
5350,5618,PRLR
65064,5618,PRLR
445154,5620,PRM2
445154,55170,PRMT6
445154,54496,PRMT7
445154,5621,PRNP
2519,5621,PRNP
445154,147011,PROCA1
445154,128674,PROKR2
2519,8842,PROM1
445154,5626,PROP1
445154,5627,PROS1
2519,80209,PROSER1
445154,5629,PROX1
2519,5629,PROX1
445154,8559,PRPF18
2519,8559,PRPF18
445154,27339,PRPF19
2519,9129,PRPF3
4091,26121,PRPF31
2519,26121,PRPF31
65064,55119,PRPF38B
2519,55660,PRPF40A
445154,24148,PRPF6
2519,24148,PRPF6
5350,5630,PRPH
2519,5630,PRPH
445154,5961,PRPH2
445154,5634,PRPS2
2519,5635,PRPSAP1
445154,5635,PRPSAP1
65064,5636,PRPSAP2
2519,5636,PRPSAP2
445154,5636,PRPSAP2
2519,55771,PRR11
2519,57479,PRR12
2519,253143,PRR14L
445154,80742,PRR3
5350,79899,PRR5L
445154,80758,PRR7
2519,7916,PRRC2A
445154,7916,PRRC2A
2519,84726,PRRC2B
445154,84726,PRRC2B
2519,23215,PRRC2C
445154,51450,PRRX2
5350,51450,PRRX2
5350,5657,PRTN3
5350,29968,PSAT1
5281672,8000,PSCA
445154,5662,PSD
445154,5663,PSEN1
445154,5664,PSEN2
445154,55851,PSENEN
65064,11168,PSIP1
2519,11168,PSIP1
445154,11168,PSIP1
65064,5683,PSMA2
445154,5683,PSMA2
2519,5683,PSMA2
445154,5684,PSMA3
2519,5684,PSMA3
65064,5685,PSMA4
2519,5686,PSMA5
445154,5687,PSMA6
2519,5687,PSMA6
445154,5688,PSMA7
65064,5688,PSMA7
445154,5689,PSMB1
65064,5691,PSMB3
445154,5693,PSMB5
445154,5696,PSMB8
5350,5696,PSMB8
445154,5701,PSMC2
445154,5702,PSMC3
2519,5702,PSMC3
445154,29893,PSMC3IP
65064,5704,PSMC4
2519,5704,PSMC4
445154,5705,PSMC5
2519,5707,PSMD1
445154,5707,PSMD1
445154,5718,PSMD12
2519,5708,PSMD2
2519,5710,PSMD4
445154,9861,PSMD6
445154,5713,PSMD7
2519,23198,PSME4
445154,23198,PSME4
445154,84262,PSMG3
445154,170680,PSORS1C2
445154,55269,PSPC1
445154,5623,PSPN
445154,9051,PSTPIP1
445154,9050,PSTPIP2
2519,9991,PTBP3
445154,79810,PTCD2
445154,5727,PTCH1
2519,81490,PTDSS2
445154,5728,PTEN
4091,5728,PTEN
65064,5728,PTEN
65064,9317,PTER
445154,9317,PTER
5350,9317,PTER
445154,5731,PTGER1
2519,5731,PTGER1
65064,5731,PTGER1
445154,5732,PTGER2
445154,5734,PTGER4
445154,9536,PTGES
445154,80142,PTGES2
445154,5740,PTGIS
2519,145482,PTGR2
5350,5742,PTGS1
65064,5742,PTGS1
445154,5742,PTGS1
1548943,5742,PTGS1
445154,113091,PTH2
2519,5747,PTK2
65064,5747,PTK2
1548943,5747,PTK2
445154,5747,PTK2
5350,2185,PTK2B
2519,5763,PTMS
445154,5763,PTMS
2519,53635,PTOV1
445154,53635,PTOV1
65064,7803,PTP4A1
445154,5770,PTPN1
1794427,5770,PTPN1
445154,5781,PTPN11
2519,5781,PTPN11
65064,5782,PTPN12
2519,5782,PTPN12
5350,5782,PTPN12
445154,5782,PTPN12
65064,5783,PTPN13
2519,26469,PTPN18
1548943,26191,PTPN22
5350,26191,PTPN22
2519,25930,PTPN23
2519,5774,PTPN3
65064,5774,PTPN3
2519,5777,PTPN6
445154,5786,PTPRA
2519,5786,PTPRA
445154,5790,PTPRCAP
65064,5795,PTPRJ
445154,5798,PTPRN
445154,5799,PTPRN2
445154,51651,PTRH2
445154,754,PTTG1IP
2519,754,PTTG1IP
2519,10744,PTTG2
2519,9698,PUM1
2519,23369,PUM2
2519,5814,PURB
65064,54517,PUS7
65064,83448,PUS7L
65064,11137,PWP1
445154,11137,PWP1
2519,5822,PWP2
445154,5822,PWP2
2519,114825,PWWP2A
2519,170394,PWWP2B
65064,11264,PXMP4
5350,92370,PXYLP1
445154,5831,PYCR1
2519,5831,PYCR1
2519,29920,PYCR2
445154,260434,PYDC1
65064,5837,PYGM
119034,5837,PYGM
2519,90780,PYGO2
445154,90780,PYGO2
445154,84795,PYROXD2
445154,5697,PYY
445154,5860,QDPR
445154,54814,QPCTL
445154,23475,QPRT
2519,84109,QRFPR
5350,84074,QRICH2
2519,79832,QSER1
2519,169714,QSOX2
445154,81890,QTRT1
2519,23518,R3HDM1
2519,22864,R3HDM2
5350,10890,RAB10
2519,8766,RAB11A
445154,22841,RAB11FIP2
2519,9727,RAB11FIP3
2519,26056,RAB11FIP5
65064,26056,RAB11FIP5
445154,201475,RAB12
65064,201475,RAB12
65064,376267,RAB15
65064,5861,RAB1A
2519,5861,RAB1A
445154,5861,RAB1A
2519,81876,RAB1B
5350,55647,RAB20
445154,23011,RAB21
445154,53917,RAB24
5350,25837,RAB26
445154,25837,RAB26
65064,5874,RAB27B
65064,9364,RAB28
2519,5862,RAB2A
2519,84932,RAB2B
65064,83452,RAB33B
1548943,116442,RAB39B
65064,9545,RAB3D
445154,22930,RAB3GAP1
2519,22930,RAB3GAP1
2519,25782,RAB3GAP2
65064,25782,RAB3GAP2
445154,5866,RAB3IL1
2519,5867,RAB4A
2519,5868,RAB5A
445154,5869,RAB5B
2519,5878,RAB5C
65064,5878,RAB5C
65064,5870,RAB6A
2519,5870,RAB6A
445154,7879,RAB7A
2519,7879,RAB7A
2519,4218,RAB8A
5350,51762,RAB8B
2519,9367,RAB9A
445154,10567,RABAC1
2519,9135,RABEP1
445154,9135,RABEP1
2519,79874,RABEP2
65064,10244,RABEPK
445154,23637,RABGAP1
65064,23637,RABGAP1
445154,27342,RABGEF1
2519,27342,RABGEF1
2519,55684,RABL6
65064,5879,RAC1
445154,5879,RAC1
445154,5881,RAC3
2519,29127,RACGAP1
445154,29127,RACGAP1
445154,5884,RAD17
2519,56852,RAD18
2519,5887,RAD23B
2519,10111,RAD50
445154,10111,RAD50
65064,10111,RAD50
445154,10635,RAD51AP1
2519,10635,RAD51AP1
65064,5890,RAD51B
445154,5889,RAD51C
65064,5889,RAD51C
445154,25788,RAD54B
445154,8438,RAD54L
445154,8480,RAE1
445154,5894,RAF1
2519,5894,RAF1
2519,10743,RAI1
445154,10742,RAI2
445154,5899,RALB
2519,10928,RALBP1
2519,253959,RALGAPA1
445154,253959,RALGAPA1
2519,57186,RALGAPA2
65064,57186,RALGAPA2
65064,57148,RALGAPB
2519,57148,RALGAPB
445154,57148,RALGAPB
2519,9649,RALGPS1
65064,55103,RALGPS2
2519,55103,RALGPS2
2519,22913,RALY
445154,10266,RAMP2
445154,5902,RANBP1
6433206,5902,RANBP1
2519,57610,RANBP10
445154,5903,RANBP2
2519,5903,RANBP2
2519,8498,RANBP3
445154,8498,RANBP3
2519,10048,RANBP9
2519,5905,RANGAP1
445154,5909,RAP1GAP
5350,5909,RAP1GAP
2519,5909,RAP1GAP
2519,23108,RAP1GAP2
2519,9693,RAPGEF2
65064,9693,RAPGEF2
65064,51735,RAPGEF6
2519,51735,RAPGEF6
1794427,5914,RARA
445154,5914,RARA
65064,5914,RARA
65064,5915,RARB
445154,57038,RARS2
2519,5921,RASA1
445154,5922,RASA2
2519,9462,RASAL2
65064,9462,RASAL2
445154,23551,RASD2
445154,10125,RASGRP1
445154,91608,RASL10B
445154,11186,RASSF1
445154,9770,RASSF2
5350,9770,RASSF2
5350,83593,RASSF5
445154,8045,RASSF7
2519,8045,RASSF7
445154,125950,RAVER1
445154,84839,RAX2
5350,5925,RB1
65064,5925,RB1
1548943,5925,RB1
2519,5925,RB1
445154,5925,RB1
2519,9821,RB1CC1
445154,57786,RBAK
65064,5928,RBBP4
5350,5928,RBBP4
2519,5931,RBBP7
445154,5932,RBBP8
2519,5932,RBBP8
445154,140893,RBBP8NL
445154,10741,RBBP9
2519,10616,RBCK1
65064,23543,RBFOX2
2519,23543,RBFOX2
2519,5933,RBL1
2519,5934,RBL2
445154,5934,RBL2
2519,8241,RBM10
2519,10432,RBM14
2519,29890,RBM15B
65064,29890,RBM15B
445154,84991,RBM17
2519,84991,RBM17
445154,9904,RBM19
65064,55147,RBM23
445154,221662,RBM24
2519,58517,RBM25
2519,64062,RBM26
445154,55131,RBM28
2519,5935,RBM3
2519,155435,RBM33
2519,23029,RBM34
445154,23029,RBM34
2519,5936,RBM4
65064,129831,RBM45
65064,84060,RBM48
2519,83759,RBM4B
2519,10180,RBM6
2519,10179,RBM7
2519,9939,RBM8A
2519,5937,RBMS1
65064,5937,RBMS1
445154,5937,RBMS1
65064,27316,RBMX
2519,27316,RBMX
2519,51634,RBMX2
445154,5948,RBP2
445154,5950,RBP4
445154,11317,RBPJL
65064,348093,RBPMS2
65064,9978,RBX1
2519,9978,RBX1
2519,149041,RC3H1
445154,54542,RC3H2
2519,54542,RC3H2
5350,10231,RCAN2
65064,11123,RCAN3
445154,55213,RCBTB1
445154,1102,RCBTB2
445154,55920,RCC2
445154,91433,RCCD1
445154,25898,RCHY1
65064,10171,RCL1
2519,23186,RCOR1
445154,23186,RCOR1
2519,283248,RCOR2
5350,283248,RCOR2
2519,55758,RCOR3
445154,343035,RD3
445154,5962,RDX
445154,5965,RECQL
65064,5965,RECQL
445154,9401,RECQL4
2519,9400,RECQL5
2519,221035,REEP3
445154,221035,REEP3
5350,92840,REEP6
445154,5966,REL
5350,5966,REL
5281672,5970,RELA
445154,5970,RELA
65064,5970,RELA
5350,5970,RELA
1548943,5970,RELA
639665,5970,RELA
445154,5971,RELB
2519,768211,RELL1
445154,285613,RELL2
445154,5649,RELN
445154,28954,REM1
2519,5972,REN
5833,5972,REN
445154,5972,REN
445154,29803,REPIN1
2519,85021,REPS1
445154,85021,REPS1
2519,473,RERE
2519,5978,REST
445154,5978,REST
445154,5979,RET
5350,56729,RETN
445154,51455,REV1
2519,51455,REV1
2519,57455,REXO1
2519,57109,REXO4
445154,5983,RFC3
445154,5984,RFC4
445154,5985,RFC5
2519,55159,RFWD3
445154,55159,RFWD3
445154,5990,RFX2
2519,5991,RFX3
65064,5991,RFX3
445154,5993,RFX5
2519,64864,RFX7
65064,8625,RFXANK
2519,5994,RFXAP
65064,28984,RGCC
65064,23179,RGL1
5350,23179,RGL1
2519,5863,RGL2
2519,57139,RGL3
2519,10636,RGS14
445154,26575,RGS17
2519,10287,RGS19
65064,5997,RGS2
5350,5997,RGS2
445154,8490,RGS5
445154,401190,RGS7BP
65064,57414,RHBDD2
445154,25807,RHBDD3
2519,64285,RHBDF1
445154,64285,RHBDF1
5350,79651,RHBDF2
2519,79651,RHBDF2
445154,162494,RHBDL3
445154,6009,RHEB
5350,121268,RHEBL1
445154,83695,RHNO1
445154,57381,RHOJ
445154,23433,RHOQ
5350,58480,RHOU
5350,171177,RHOV
5350,114822,RHPN1
2519,85415,RHPN2
445154,26150,RIBC2
2519,57589,RIC1
65064,57589,RIC1
445154,57589,RIC1
2519,60626,RIC8A
445154,55188,RIC8B
2519,253260,RICTOR
2519,55183,RIF1
445154,55183,RIF1
5350,353116,RILPL1
2519,9610,RIN1
445154,79890,RIN3
2519,79890,RIN3
2519,6015,RING1
2519,83732,RIOK1
65064,8780,RIOK3
445154,8780,RIOK3
2519,8780,RIOK3
639665,8737,RIPK1
2519,8737,RIPK1
445154,8737,RIPK1
1548943,8767,RIPK2
2519,8767,RIPK2
445154,92129,RIPPLY1
5350,6016,RIT1
65064,6018,RLF
445154,51132,RLIM
445154,117579,RLN3
65064,51115,RMDN1
445154,51115,RMDN1
2519,55177,RMDN3
445154,80010,RMI1
2519,80010,RMI1
445154,55005,RMND1
65064,64777,RMND5B
65064,6035,RNASE1
445154,84659,RNASE7
2519,246243,RNASEH1
445154,246243,RNASEH1
445154,8635,RNASET2
445154,27289,RND1
65064,27289,RND1
445154,8153,RND2
5350,7732,RNF112
2519,7737,RNF113A
65064,27246,RNF115
65064,11342,RNF13
445154,11342,RNF13
2519,84282,RNF135
445154,50862,RNF141
65064,255488,RNF144B
5350,255488,RNF144B
445154,284996,RNF149
445154,165918,RNF168
445154,254225,RNF169
2519,254225,RNF169
65064,81790,RNF170
65064,285671,RNF180
445154,138065,RNF183
65064,25897,RNF19A
2519,6045,RNF2
445154,56254,RNF20
2519,727800,RNF208
445154,727800,RNF208
2519,57674,RNF213
445154,57674,RNF213
65064,57674,RNF213
2519,257160,RNF214
65064,54476,RNF216
65064,154214,RNF217
2519,55182,RNF220
2519,64320,RNF25
65064,79102,RNF26
445154,79102,RNF26
445154,80196,RNF34
445154,6047,RNF4
2519,6047,RNF4
2519,9810,RNF40
2519,54894,RNF43
445154,22838,RNF44
65064,6049,RNF6
445154,6049,RNF6
445154,9616,RNF7
2519,9025,RNF8
65064,51136,RNFT1
445154,84900,RNFT2
2519,84900,RNFT2
65064,8732,RNGTT
65064,6050,RNH1
2519,6050,RNH1
445154,8731,RNMT
2519,55599,RNPC3
445154,64221,ROBO3
445154,6093,ROCK1
2519,6093,ROCK1
445154,9475,ROCK2
2519,9475,ROCK2
65064,9475,ROCK2
5350,79641,ROGDI
445154,4920,ROR2
65064,4920,ROR2
5350,6097,RORC
445154,94137,RP1L1
445154,6102,RP2
65064,6100,RP9
2519,6100,RP9
445154,6117,RPA1
6917864,6118,RPA2
2519,6118,RPA2
445154,6119,RPA3
445154,84268,RPAIN
65064,26015,RPAP1
2519,79657,RPAP3
445154,6120,RPE
445154,84154,RPF2
2519,84154,RPF2
445154,6103,RPGR
2519,6103,RPGR
445154,23322,RPGRIP1L
65064,23322,RPGRIP1L
445154,6134,RPL10
65064,6134,RPL10
65064,6137,RPL13
2519,6137,RPL13
65064,9045,RPL14
65064,6138,RPL15
445154,9349,RPL23
2519,6157,RPL27A
65064,6157,RPL27A
65064,6158,RPL28
2519,6122,RPL3
65064,25873,RPL36
2519,25873,RPL36
65064,116832,RPL39L
65064,6124,RPL4
2519,6124,RPL4
445154,6125,RPL5
65064,6125,RPL5
2519,6125,RPL5
2519,6181,RPLP2
445154,6184,RPN1
2519,6184,RPN1
2519,6185,RPN2
445154,11102,RPP14
445154,10556,RPP30
2519,58490,RPRD1B
445154,56475,RPRM
5350,56475,RPRM
2519,6205,RPS11
2519,6208,RPS14
2519,6223,RPS19
2519,6224,RPS20
2519,6188,RPS3
2519,6194,RPS6
445154,6194,RPS6
5350,6194,RPS6
6917864,6194,RPS6
445154,6195,RPS6KA1
2519,6195,RPS6KA1
65064,6197,RPS6KA3
1548943,6197,RPS6KA3
445154,6197,RPS6KA3
2519,6197,RPS6KA3
65064,9252,RPS6KA5
65064,6198,RPS6KB1
445154,6198,RPS6KB1
1548943,6198,RPS6KB1
2519,6198,RPS6KB1
5281672,6199,RPS6KB2
65064,285367,RPUSD3
65064,84881,RPUSD4
445154,10325,RRAGB
1548943,64121,RRAGC
445154,64121,RRAGC
2519,64121,RRAGC
2519,6238,RRBP1
2519,6239,RREB1
65064,10692,RRH
445154,6240,RRM1
2519,6240,RRM1
445154,54700,RRN3
2519,8568,RRP1
2519,23223,RRP12
2519,51018,RRP15
445154,23076,RRP1B
2519,23076,RRP1B
445154,88745,RRP36
2519,23378,RRP8
65064,23378,RRP8
445154,23378,RRP8
445154,222194,RSBN1L
2519,222194,RSBN1L
2519,51773,RSF1
445154,51773,RSF1
2519,26156,RSL1D1
445154,51187,RSL24D1
445154,284654,RSPO1
445154,340419,RSPO2
5350,84870,RSPO3
445154,343637,RSPO4
445154,89970,RSPRY1
445154,51319,RSRC1
2519,65117,RSRC2
65064,65117,RSRC2
445154,65117,RSRC2
445154,8634,RTCA
2519,51750,RTEL1
2519,6242,RTKN
65064,219790,RTKN2
445154,6253,RTN2
5350,6253,RTN2
2519,10313,RTN3
445154,65078,RTN4R
445154,349667,RTN4RL2
65064,25914,RTTN
2519,25914,RTTN
65064,80230,RUFY1
2519,80230,RUFY1
445154,22902,RUFY3
2519,146923,RUNDC1
445154,146923,RUNDC1
2519,861,RUNX1
445154,862,RUNX1T1
65064,860,RUNX2
445154,860,RUNX2
445154,23623,RUSC1
5350,59350,RXFP1
445154,6256,RXRA
1548943,6256,RXRA
1794427,6256,RXRA
2519,6256,RXRA
65064,6256,RXRA
1548943,6257,RXRB
445154,23429,RYBP
2519,23429,RYBP
2519,6261,RYR1
2519,6262,RYR2
5350,6262,RYR2
2519,6263,RYR3
2519,6281,S100A10
2519,6284,S100A13
445154,57402,S100A14
65064,6274,S100A3
5350,6279,S100A8
5350,6280,S100A9
445154,6286,S100P
445154,170591,S100Z
445154,9294,S1PR2
445154,113174,SAAL1
445154,29901,SAC3D1
445154,22908,SACM1L
65064,22908,SACM1L
2519,26278,SACS
445154,26278,SACS
2519,6294,SAFB
445154,6294,SAFB
65064,9667,SAFB2
2519,9667,SAFB2
445154,9667,SAFB2
2519,6299,SALL1
445154,6297,SALL2
5350,57167,SALL4
445154,57167,SALL4
2519,23034,SAMD4A
5350,23034,SAMD4A
445154,23034,SAMD4A
2519,55095,SAMD4B
65064,54809,SAMD9
445154,25813,SAMM50
2519,64092,SAMSN1
2519,79595,SAP130
65064,10284,SAP18
2519,29115,SAP30BP
445154,79685,SAP30L
5350,89958,SAPCD2
445154,51128,SAR1B
445154,1757,SARDH
5350,54938,SARS2
445154,9092,SART1
2519,9092,SART1
445154,9733,SART3
2519,9733,SART3
65064,23328,SASH1
2519,23328,SASH1
65064,163786,SASS6
5350,6303,SAT1
445154,6303,SAT1
65064,6303,SAT1
65064,112483,SAT2
445154,112483,SAT2
5350,6304,SATB1
445154,55776,SAYSD1
65064,55776,SAYSD1
2519,6305,SBF1
445154,81846,SBF2
445154,388228,SBK1
445154,55206,SBNO1
2519,55206,SBNO1
445154,58506,SCAF1
2519,58506,SCAF1
445154,9169,SCAF11
2519,9169,SCAF11
2519,22828,SCAF8
65064,286205,SCAI
445154,286205,SCAI
2519,9522,SCAMP1
445154,10066,SCAMP2
2519,10067,SCAMP3
2519,51282,SCAND1
2519,22937,SCAP
445154,22937,SCAP
65064,49855,SCAPER
445154,49855,SCAPER
2519,49855,SCAPER
445154,950,SCARB2
2519,51097,SCCPDH
445154,51097,SCCPDH
2519,23256,SCFD1
445154,132320,SCLT1
65064,6322,SCML1
2519,10389,SCML2
5350,6323,SCN1A
445154,6330,SCN4B
445154,6331,SCN5A
5350,6337,SCNN1A
445154,6339,SCNN1D
445154,6341,SCO1
2519,6342,SCP2
1548943,6342,SCP2
445154,59342,SCPEP1
445154,23513,SCRIB
2519,23513,SCRIB
445154,9805,SCRN1
445154,6343,SCT
445154,6344,SCTR
65064,57147,SCYL3
445154,55153,SDAD1
2519,6386,SDCBP
5350,6386,SDCBP
445154,10806,SDCCAG8
445154,6388,SDF2
65064,54949,SDHAF2
445154,6390,SDHB
445154,221935,SDK1
5350,54549,SDK2
5350,195814,SDR16C5
2519,6396,SEC13
2519,6397,SEC14L1
65064,6397,SEC14L1
2519,9919,SEC16A
2519,89866,SEC16B
445154,89866,SEC16B
65064,26984,SEC22A
2519,9554,SEC22B
445154,9554,SEC22B
445154,9117,SEC22C
2519,10484,SEC23A
445154,11196,SEC23IP
2519,11196,SEC23IP
2519,9871,SEC24D
2519,22872,SEC31A
2519,10952,SEC61B
445154,7095,SEC62
2519,11231,SEC63
445154,11231,SEC63
2519,9728,SECISBP2L
445154,81929,SEH1L
445154,6400,SEL1L
5350,23231,SEL1L3
65064,6401,SELE
639665,6401,SELE
445154,6401,SELE
445154,8991,SELENBP1
5350,8991,SELENBP1
445154,6403,SELP
65064,6404,SELPLG
445154,6405,SEMA3F
2519,10509,SEMA4B
2519,57715,SEMA4G
445154,54437,SEMA5B
65064,80031,SEMA6D
5350,8482,SEMA7A
445154,59343,SENP2
2519,26168,SENP3
445154,26168,SENP3
445154,205564,SENP5
2519,205564,SENP5
2519,26054,SENP6
445154,26054,SENP6
2519,22928,SEPHS2
445154,22928,SEPHS2
65064,84947,SERAC1
65064,26135,SERBP1
445154,26135,SERBP1
2519,26135,SERBP1
445154,10169,SERF2
2519,10955,SERINC3
445154,5265,SERPINA1
2519,5265,SERPINA1
445154,866,SERPINA6
2519,866,SERPINA6
445154,89777,SERPINB12
445154,5268,SERPINB5
65064,5268,SERPINB5
65064,5272,SERPINB9
445154,3053,SERPIND1
445154,5176,SERPINF1
5350,710,SERPING1
65064,29950,SERTAD1
65064,9792,SERTAD2
2519,9792,SERTAD2
65064,29946,SERTAD3
445154,83667,SESN2
65064,91404,SESTD1
445154,9739,SETD1A
2519,9739,SETD1A
445154,23067,SETD1B
2519,23067,SETD1B
2519,29072,SETD2
2519,55209,SETD5
445154,80854,SETD7
445154,83852,SETDB2
2519,23064,SETX
445154,124925,SEZ6
65064,7536,SF1
2519,7536,SF1
445154,8175,SF3A2
2519,10946,SF3A3
2519,23451,SF3B1
65064,10262,SF3B4
445154,83443,SF3B5
2519,51460,SFMBT1
65064,51460,SFMBT1
2519,6421,SFPQ
445154,6421,SFPQ
65064,6421,SFPQ
445154,119392,SFR1
2519,6433,SFSWAP
445154,729238,SFTPA2
445154,6440,SFTPC
445154,6441,SFTPD
445154,118980,SFXN2
445154,119559,SFXN4
2519,119559,SFXN4
445154,6445,SGCG
65064,259230,SGMS1
445154,8879,SGPL1
2519,27352,SGSM3
445154,27352,SGSM3
2519,25970,SH2B1
2519,10045,SH2D3A
445154,6451,SH3BGRL
2519,23616,SH3BP1
445154,9467,SH3BP5
2519,79729,SH3D21
445154,79729,SH3D21
2519,6455,SH3GL1
2519,56904,SH3GLB2
2519,30011,SH3KBP1
2519,9644,SH3PXD2A
5350,9644,SH3PXD2A
445154,26751,SH3YL1
2519,22941,SHANK2
445154,22941,SHANK2
445154,85358,SHANK3
5833,6462,SHBG
2519,6464,SHC1
445154,6464,SHC1
445154,53358,SHC3
445154,79801,SHCBP1
2519,6469,SHH
445154,6469,SHH
445154,6470,SHMT1
65064,6470,SHMT1
445154,6472,SHMT2
65064,8036,SHOC2
445154,6474,SHOX2
445154,257218,SHPRH
445154,134549,SHROOM1
2519,134549,SHROOM1
445154,6477,SIAH1
2519,6478,SIAH2
445154,6478,SIAH2
2519,59307,SIGIRR
65064,59307,SIGIRR
5350,89790,SIGLEC10
5350,8778,SIGLEC5
5350,27180,SIGLEC9
65064,150094,SIK1
65064,6492,SIM1
2519,25942,SIN3A
5350,26037,SIPA1L1
2519,26037,SIPA1L1
65064,26037,SIPA1L1
65064,57568,SIPA1L2
2519,23094,SIPA1L3
5350,128646,SIRPD
1548943,23411,SIRT1
2519,23411,SIRT1
445154,23411,SIRT1
5350,23411,SIRT1
6451084,23411,SIRT1
5281672,23411,SIRT1
65064,23411,SIRT1
2519,22933,SIRT2
445154,22933,SIRT2
445154,23410,SIRT3
2519,23410,SIRT3
445154,23408,SIRT5
445154,51548,SIRT6
2519,27240,SIT1
2519,51804,SIX4
65064,51804,SIX4
445154,51804,SIX4
445154,147912,SIX5
5350,348235,SKA2
445154,348235,SKA2
445154,221150,SKA3
2519,221150,SKA3
445154,8935,SKAP2
2519,6497,SKI
2519,6498,SKIL
5350,6498,SKIL
445154,6498,SKIL
445154,6502,SKP2
2519,6502,SKP2
65064,6502,SKP2
2519,84174,SLA2
2519,57606,SLAIN2
5350,6554,SLC10A1
445154,8273,SLC10A3
445154,201780,SLC10A4
445154,4891,SLC11A2
2519,6558,SLC12A2
5350,6559,SLC12A3
445154,6560,SLC12A4
2519,6560,SLC12A4
445154,57468,SLC12A5
445154,9990,SLC12A6
2519,9990,SLC12A6
5350,10723,SLC12A7
445154,8170,SLC14A2
445154,121260,SLC15A4
2519,6566,SLC16A1
445154,6566,SLC16A1
6106,117247,SLC16A10
65064,9123,SLC16A3
5350,9122,SLC16A4
445154,23539,SLC16A8
445154,6568,SLC17A1
445154,10246,SLC17A2
445154,26503,SLC17A5
2519,26503,SLC17A5
65064,26503,SLC17A5
445154,57030,SLC17A7
445154,6573,SLC19A1
2519,6573,SLC19A1
2519,10560,SLC19A2
4091,80704,SLC19A3
5350,6507,SLC1A3
5350,6510,SLC1A5
2519,6510,SLC1A5
445154,6510,SLC1A5
2519,6575,SLC20A2
4091,6580,SLC22A1
5833,6580,SLC22A1
2519,51310,SLC22A17
4091,6582,SLC22A2
1548943,6582,SLC22A2
5833,6582,SLC22A2
445154,6582,SLC22A2
5350,63027,SLC22A23
5833,6581,SLC22A3
4091,6581,SLC22A3
5833,6584,SLC22A5
445154,9356,SLC22A6
2519,6576,SLC25A1
445154,8402,SLC25A11
65064,8604,SLC25A12
445154,10165,SLC25A13
65064,10165,SLC25A13
6917864,60386,SLC25A19
65064,788,SLC25A20
445154,79751,SLC25A22
5350,123096,SLC25A29
445154,81034,SLC25A32
65064,91137,SLC25A46
2519,91137,SLC25A46
445154,283600,SLC25A47
445154,10861,SLC26A1
65064,1836,SLC26A2
5350,1836,SLC26A2
445154,1836,SLC26A2
2519,1836,SLC26A2
2519,2030,SLC29A1
4091,6514,SLC2A2
445154,6514,SLC2A2
445154,6517,SLC2A4
65064,6517,SLC2A4
5350,6518,SLC2A5
2519,11182,SLC2A6
65064,11182,SLC2A6
2519,7779,SLC30A1
65064,7779,SLC30A1
65064,7782,SLC30A4
445154,148867,SLC30A7
445154,10463,SLC30A9
65064,1317,SLC31A1
445154,1317,SLC31A1
445154,9197,SLC33A1
65064,9197,SLC33A1
445154,6569,SLC34A1
445154,142680,SLC34A3
65064,55032,SLC35A5
2519,55032,SLC35A5
65064,347734,SLC35B2
445154,51000,SLC35B3
445154,23169,SLC35D1
445154,55508,SLC35E3
65064,55508,SLC35E3
2519,54733,SLC35F2
445154,148641,SLC35F3
445154,80255,SLC35F5
65064,80255,SLC35F5
